111.10	9955.612500
211.10	9735.100000
311.10	9458.075000
411.10	9165.362500
511.10	8884.675000
611.10	8581.550000
711.10	8321.737500
811.10	8052.725000
911.10	7815.862500
1011.10	7567.937500
1111.10	7331.437500
1211.10	7093.175000
1311.10	6877.337500
1411.10	6659.525000
1511.10	6407.887500
1611.10	6142.550000
1711.10	5923.875000
1811.10	5704.437500
1911.10	5496.162500
2011.10	5341.350000
2111.10	5195.375000
2211.10	5040.425000
2311.10	4897.225000
2411.10	4736.875000
2511.10	4643.350000
2611.10	4542.525000
2711.10	4492.012500
2811.10	4423.812500
2911.10	4395.887500
3011.10	4361.425000
3111.10	4335.412500
3211.10	4313.300000
3311.10	4282.225000
3411.10	4258.575000
3511.10	4240.250000
3611.10	4229.212500
3711.10	4217.612500
3811.10	4207.262500
3911.10	4193.962500
4011.10	4182.987500
4111.10	4172.012500
4211.10	4161.037500
4311.10	4150.062500
4411.10	4139.087500
4511.10	4128.112500
4611.10	4117.137500
4711.10	4106.162500
4811.10	4095.187500
4911.10	4084.212500
5011.10	4073.237500
5111.10	4062.262500
5211.10	4051.287500
5311.10	4040.225000
5411.10	4029.125000
5511.10	4019.325000
5611.10	4007.900000
5711.10	3997.875000
5811.10	3984.362500
5911.10	3974.225000
6011.10	3963.025000
6111.10	3952.737500
6211.10	3938.925000
6311.10	3928.575000
6411.10	3918.225000
6511.10	3907.875000
6611.10	3897.525000
6711.10	3887.175000
6811.10	3876.825000
6911.10	3866.475000
7011.10	3856.125000
7111.10	3845.775000
7211.10	3835.425000
7311.10	3825.075000
7411.10	3814.725000
7511.10	3804.050000
7611.10	3794.037500
7711.10	3784.025000
7811.10	3774.012500
7911.10	3764.000000
8011.10	3753.987500
8111.10	3743.975000
8211.10	3733.962500
8311.10	3723.950000
8411.10	3713.937500
8511.10	3703.925000
8611.10	3693.912500
8711.10	3683.900000
8811.10	3673.887500
8911.10	3663.875000
9011.10	3653.862500
9111.10	3643.850000
9211.10	3633.837500
9311.10	3623.825000
9411.10	3613.812500
9511.10	3603.800000
9611.10	3593.787500
9711.10	3583.775000
9811.10	3573.762500
9911.10	3563.750000
10011.10	3553.737500
10111.10	3462.037500
10211.10	3377.150000
10311.10	3308.862500
10411.10	3274.287500
10511.10	3208.862500
10611.10	3144.312500
10711.10	3107.550000
10811.10	3089.237500
10911.10	3010.600000
11011.10	2992.737500
11111.10	2966.287500
11211.10	2905.400000
11311.10	2864.012500
11411.10	2819.087500
11511.10	2774.887500
11611.10	2738.300000
11711.10	2725.787500
11811.10	2695.900000
11911.10	2670.462500
12011.10	2630.612500
12111.10	2573.087500
12211.10	2536.112500
12311.10	2491.175000
12411.10	2445.637500
12511.10	2424.262500
12611.10	2388.225000
12711.10	2354.137500
12811.10	2320.512500
12911.10	2301.425000
13011.10	2294.700000
13111.10	2282.462500
13211.10	2276.525000
13311.10	2264.425000
13411.10	2254.562500
13511.10	2246.725000
13611.10	2239.650000
13711.10	2232.075000
13811.10	2221.400000
13911.10	2211.650000
14011.10	2203.962500
14111.10	2197.262500
14211.10	2189.937500
14311.10	2183.237500
14411.10	2175.912500
14511.10	2169.212500
14611.10	2161.887500
14711.10	2155.187500
14811.10	2147.862500
14911.10	2141.162500
15011.10	2134.462500
15111.10	2126.887500
15211.10	2120.712500
15311.10	2110.112500
15411.10	2103.687500
15511.10	2096.062500
15611.10	2089.550000
15711.10	2082.412500
15811.10	2075.900000
15911.10	2068.762500
16011.10	2062.187500
16111.10	2055.962500
16211.10	2049.112500
16311.10	2042.737500
16411.10	2036.075000
16511.10	2030.037500
16611.10	2023.375000
16711.10	2016.950000
16811.10	2010.600000
16911.10	2004.750000
17011.10	1998.400000
17111.10	1992.675000
17211.10	1986.237500
17311.10	1980.412500
17411.10	1972.600000
17511.10	1966.687500
17611.10	1961.037500
17711.10	1954.825000
17811.10	1949.325000
17911.10	1940.700000
18011.10	1935.137500
18111.10	1929.075000
18211.10	1923.637500
18311.10	1918.075000
18411.10	1912.012500
18511.10	1906.450000
18611.10	1900.387500
18711.10	1894.825000
18811.10	1888.762500
18911.10	1883.200000
19011.10	1877.137500
19111.10	1871.575000
19211.10	1865.512500
19311.10	1860.075000
19411.10	1854.512500
19511.10	1848.450000
19611.10	1842.787500
19711.10	1836.725000
19811.10	1831.250000
19911.10	1825.187500
20011.10	1819.712500
20111.10	1813.650000
20211.10	1808.175000
20311.10	1802.112500
20411.10	1796.675000
20511.10	1791.200000
20611.10	1782.237500
20711.10	1779.575000
20811.10	1771.412500
20911.10	1768.412500
21011.10	1762.412500
21111.10	1754.612500
21211.10	1750.550000
21311.10	1742.162500
21411.10	1737.675000
21511.10	1719.912500
21611.10	1715.600000
21711.10	1708.900000
21811.10	1704.087500
21911.10	1695.187500
22011.10	1688.875000
22111.10	1683.700000
22211.10	1678.450000
22311.10	1674.225000
22411.10	1667.887500
22511.10	1663.412500
22611.10	1655.837500
22711.10	1651.862500
22811.10	1645.937500
22911.10	1641.875000
23011.10	1633.750000
23111.10	1629.125000
23211.10	1623.975000
23311.10	1619.050000
23411.10	1614.137500
23511.10	1605.762500
23611.10	1600.850000
23711.10	1595.575000
23811.10	1591.187500
23911.10	1585.650000
24011.10	1581.262500
24111.10	1576.200000
24211.10	1571.337500
24311.10	1566.275000
24411.10	1561.412500
24511.10	1556.262500
24611.10	1551.587500
24711.10	1546.800000
24811.10	1542.075000
24911.10	1537.875000
25011.10	1532.525000
25111.10	1528.325000
25211.10	1523.450000
25311.10	1518.775000
25411.10	1513.900000
25511.10	1509.225000
25611.10	1503.087500
25711.10	1499.250000
25811.10	1494.650000
25911.10	1490.762500
26011.10	1487.400000
26111.10	1482.237500
26211.10	1478.875000
26311.10	1474.187500
26411.10	1470.350000
26511.10	1465.662500
26611.10	1461.825000
26711.10	1457.137500
26811.10	1453.150000
26911.10	1448.550000
27011.10	1444.800000
27111.10	1441.437500
27211.10	1436.412500
27311.10	1433.050000
27411.10	1428.450000
27511.10	1424.662500
27611.10	1420.062500
27711.10	1416.275000
27811.10	1411.675000
27911.10	1407.887500
28011.10	1403.137500
28111.10	1399.387500
28211.10	1396.025000
28311.10	1391.137500
28411.10	1387.775000
28511.10	1383.075000
28611.10	1379.625000
28711.10	1375.237500
28811.10	1371.462500
28911.10	1367.250000
29011.10	1361.087500
29111.10	1356.812500
29211.10	1353.250000
29311.10	1350.075000
29411.10	1345.375000
29511.10	1339.937500
29611.10	1337.487500
29711.10	1333.825000
29811.10	1330.125000
29911.10	1325.912500
30011.10	1322.212500
30111.10	1319.187500
30211.10	1314.300000
30311.10	1311.312500
30411.10	1307.525000
30511.10	1303.400000
30611.10	1299.612500
30711.10	1295.912500
30811.10	1291.700000
30911.10	1288.000000
31011.10	1283.787500
31111.10	1280.087500
31211.10	1277.062500
31311.10	1272.175000
