111.10	733
211.10	6948
311.10	15205
411.10	23899
511.10	32279
611.10	41288
711.10	48963
811.10	56880
911.10	63886
1011.10	71198
1111.10	78159
1211.10	85143
1311.10	91491
1411.10	97897
1511.10	105346
1611.10	113293
1711.10	119774
1811.10	126233
1911.10	132321
2011.10	136801
2111.10	141043
2211.10	145548
2311.10	149748
2411.10	154396
2511.10	157125
2611.10	159987
2711.10	161441
2811.10	163349
2911.10	164117
3011.10	165058
3111.10	165784
3211.10	166402
3311.10	167268
3411.10	167922
3511.10	168432
3611.10	168757
3711.10	169097
3811.10	169402
3911.10	169789
4011.10	170113
4111.10	170437
4211.10	170761
4311.10	171085
4411.10	171409
4511.10	171733
4611.10	172057
4711.10	172381
4811.10	172705
4911.10	173029
5011.10	173353
5111.10	173677
5211.10	174001
5311.10	174328
5411.10	174649
5511.10	174938
5611.10	175268
5711.10	175563
5811.10	175948
5911.10	176246
6011.10	176567
6111.10	176868
6211.10	177259
6311.10	177561
6411.10	177863
6511.10	178165
6611.10	178467
6711.10	178769
6811.10	179071
6911.10	179373
7011.10	179675
7111.10	179977
7211.10	180279
7311.10	180581
7411.10	180883
7511.10	181196
7611.10	181486
7711.10	181776
7811.10	182066
7911.10	182356
8011.10	182646
8111.10	182936
8211.10	183226
8311.10	183516
8411.10	183806
8511.10	184096
8611.10	184386
8711.10	184676
8811.10	184966
8911.10	185256
9011.10	185546
9111.10	185836
9211.10	186126
9311.10	186416
9411.10	186706
9511.10	186996
9611.10	187286
9711.10	187576
9811.10	187866
9911.10	188156
10011.10	188446
10111.10	191145
10211.10	193597
10311.10	195540
10411.10	196414
10511.10	198250
10611.10	200013
10711.10	200899
10811.10	201242
10911.10	203541
11011.10	203902
11111.10	204560
11211.10	206200
11311.10	207256
11411.10	208426
11511.10	209526
11611.10	210429
11711.10	210701
11811.10	211408
11911.10	212022
12011.10	213068
12111.10	214775
12211.10	215782
12311.10	216936
12411.10	218181
12511.10	218687
12611.10	219612
12711.10	220495
12811.10	221355
12911.10	221846
13011.10	222036
13111.10	222362
13211.10	222531
13311.10	222861
13411.10	223130
13511.10	223343
13611.10	223538
13711.10	223745
13811.10	224034
13911.10	224300
14011.10	224507
14111.10	224693
14211.10	224893
14311.10	225079
14411.10	225279
14511.10	225465
14611.10	225665
14711.10	225851
14811.10	226051
14911.10	226237
15011.10	226423
15111.10	226627
15211.10	226798
15311.10	227081
15411.10	227259
15511.10	227465
15611.10	227645
15711.10	227839
15811.10	228019
15911.10	228213
16011.10	228395
16111.10	228565
16211.10	228749
16311.10	228923
16411.10	229101
16511.10	229265
16611.10	229443
16711.10	229616
16811.10	229786
16911.10	229944
17011.10	230114
17111.10	230270
17211.10	230442
17311.10	230597
17411.10	230802
17511.10	230959
17611.10	231109
17711.10	231272
17811.10	231419
17911.10	231644
18011.10	231792
18111.10	231952
18211.10	232098
18311.10	232246
18411.10	232406
18511.10	232554
18611.10	232714
18711.10	232862
18811.10	233022
18911.10	233170
19011.10	233330
19111.10	233478
19211.10	233638
19311.10	233784
19411.10	233932
19511.10	234092
19611.10	234242
19711.10	234402
19811.10	234548
19911.10	234708
20011.10	234854
20111.10	235014
20211.10	235160
20311.10	235320
20411.10	235466
20511.10	235612
20611.10	235829
20711.10	235903
20811.10	236114
20911.10	236197
21011.10	236353
21111.10	236559
21211.10	236669
21311.10	236885
21411.10	237006
21511.10	237481
21611.10	237597
21711.10	237766
21811.10	237891
21911.10	238126
22011.10	238292
22111.10	238427
22211.10	238561
22311.10	238673
22411.10	238834
22511.10	238953
22611.10	239150
22711.10	239257
22811.10	239407
22911.10	239516
23011.10	239727
23111.10	239848
23211.10	239982
23311.10	240109
23411.10	240238
23511.10	240455
23611.10	240584
23711.10	240719
23811.10	240835
23911.10	240977
24011.10	241093
24111.10	241225
24211.10	241351
24311.10	241483
24411.10	241609
24511.10	241744
24611.10	241864
24711.10	241988
24811.10	242110
24911.10	242220
25011.10	242356
25111.10	242466
25211.10	242592
25311.10	242712
25411.10	242838
25511.10	242958
25611.10	243110
25711.10	243210
25811.10	243328
25911.10	243430
26011.10	243520
26111.10	243650
26211.10	243740
26311.10	243860
26411.10	243960
26511.10	244080
26611.10	244180
26711.10	244300
26811.10	244404
26911.10	244522
27011.10	244620
27111.10	244710
27211.10	244836
27311.10	244926
27411.10	245044
27511.10	245142
27611.10	245260
27711.10	245358
27811.10	245476
27911.10	245574
28011.10	245696
28111.10	245794
28211.10	245884
28311.10	246006
28411.10	246096
28511.10	246215
28611.10	246304
28711.10	246415
28811.10	246511
28911.10	246618
29011.10	246775
29111.10	246883
29211.10	246975
