packet_type,source,dest,creation_time,arrival_time,delay_ms
PROBE,84,85,175.366,175.366,0.000
PROBE,11,10,175.411,175.411,0.000
PROBE,11,21,175.411,175.411,0.000
PROBE,11,12,175.411,175.411,0.000
PROBE,11,1,175.411,175.411,0.000
PROBE,37,36,175.503,175.503,0.000
PROBE,37,47,175.503,175.503,0.000
PROBE,37,27,175.503,175.503,0.000
HEART_BEAT,47,37,175.503,175.503,0.000
HEART_BEAT,47,48,175.503,175.503,0.000
HEART_BEAT,47,57,175.503,175.503,0.000
HEART_BEAT,47,36,175.503,175.503,0.000
HEART_BEAT,47,56,175.503,175.503,0.000
PROBE,56,57,175.503,175.503,0.000
PROBE,56,55,175.503,175.503,0.000
PROBE,56,67,175.503,175.503,0.000
PROBE,56,66,175.503,175.503,0.000
PROBE,56,47,175.503,175.503,0.000
PROBE,67,57,175.589,175.589,0.000
PROBE,67,66,175.589,175.589,0.000
PROBE,67,56,175.589,175.589,0.000
PROBE,3,4,175.617,175.617,0.000
PROBE,3,2,175.617,175.617,0.000
PROBE,3,14,175.617,175.617,0.000
PROBE,74,75,175.702,175.702,0.000
PROBE,74,84,175.702,175.702,0.000
PROBE,74,64,175.702,175.702,0.000
PROBE,74,85,175.702,175.702,0.000
PROBE,70,80,175.827,175.827,0.000
PROBE,70,71,175.827,175.827,0.000
PROBE,22,23,175.840,175.840,0.000
PROBE,22,32,175.840,175.840,0.000
PROBE,22,12,175.840,175.840,0.000
PROBE,22,21,175.840,175.840,0.000
JOIN_REQUEST,77,78,175.848,175.848,0.000
PROBE,10,11,175.875,175.875,0.000
PROBE,10,20,175.875,175.875,0.000
PROBE,96,97,175.961,175.961,0.000
PROBE,96,86,175.961,175.961,0.000
PROBE,96,87,175.961,175.961,0.000
HEART_BEAT,87,96,175.961,175.961,0.000
HEART_BEAT,87,86,175.961,175.961,0.000
HEART_BEAT,87,97,175.961,175.961,0.000
HEART_BEAT,87,77,175.961,175.961,0.000
HEART_BEAT,87,76,175.961,175.961,0.000
HEART_BEAT,87,88,175.961,175.961,0.000
PROBE,18,19,175.980,175.980,0.000
PROBE,18,28,175.980,175.980,0.000
PROBE,18,8,175.980,175.980,0.000
PROBE,18,9,175.980,175.980,0.000
PROBE,18,17,175.980,175.980,0.000
PROBE,18,29,175.980,175.980,0.000
PROBE,5,15,176.121,176.121,0.000
PROBE,5,14,176.121,176.121,0.000
PROBE,5,4,176.121,176.121,0.000
PROBE,63,64,176.184,176.184,0.000
PROBE,63,53,176.184,176.184,0.000
PROBE,63,54,176.184,176.184,0.000
PROBE,53,63,176.201,176.201,0.000
PROBE,53,52,176.201,176.201,0.000
PROBE,53,43,176.201,176.202,0.000
PROBE,53,62,176.201,176.202,0.000
PROBE,24,25,176.212,176.212,0.000
PROBE,24,34,176.212,176.212,0.000
PROBE,24,15,176.212,176.212,0.000
PROBE,76,77,176.263,176.263,0.000
PROBE,76,86,176.263,176.263,0.000
PROBE,76,85,176.263,176.263,0.000
PROBE,76,87,176.263,176.263,0.000
HEART_BEAT,87,96,176.263,176.263,0.000
HEART_BEAT,87,86,176.263,176.263,0.000
HEART_BEAT,87,97,176.263,176.263,0.000
HEART_BEAT,87,77,176.263,176.263,0.000
HEART_BEAT,87,76,176.263,176.263,0.000
HEART_BEAT,87,88,176.263,176.263,0.000
PROBE,32,22,176.291,176.291,0.000
PROBE,32,41,176.291,176.291,0.000
PROBE,32,42,176.291,176.291,0.000
PROBE,72,62,176.322,176.322,0.000
PROBE,72,71,176.322,176.322,0.000
PROBE,72,82,176.322,176.322,0.000
PROBE,99,98,176.345,176.345,0.000
HEART_BEAT,98,99,176.345,176.345,0.000
HEART_BEAT,98,88,176.345,176.345,0.000
PROBE,84,74,176.366,176.366,0.000
PROBE,84,94,176.366,176.366,0.000
PROBE,84,85,176.366,176.366,0.000
PROBE,11,10,176.411,176.411,0.000
PROBE,11,21,176.411,176.411,0.000
PROBE,11,12,176.411,176.411,0.000
PROBE,11,1,176.411,176.411,0.000
PROBE,56,57,176.413,176.413,0.000
PROBE,56,55,176.413,176.413,0.000
PROBE,56,67,176.413,176.413,0.000
PROBE,56,66,176.413,176.413,0.000
PROBE,56,47,176.413,176.413,0.000
PROBE,37,36,176.503,176.503,0.000
PROBE,37,47,176.503,176.503,0.000
PROBE,37,27,176.503,176.503,0.000
HEART_BEAT,47,37,176.503,176.503,0.000
HEART_BEAT,47,48,176.503,176.503,0.000
HEART_BEAT,47,57,176.503,176.503,0.000
HEART_BEAT,47,36,176.503,176.503,0.000
HEART_BEAT,47,56,176.503,176.503,0.000
PROBE,67,57,176.589,176.589,0.000
PROBE,67,66,176.589,176.589,0.000
PROBE,67,56,176.589,176.589,0.000
PROBE,3,4,176.617,176.617,0.000
PROBE,3,2,176.617,176.617,0.000
PROBE,3,14,176.617,176.617,0.000
PROBE,70,80,176.827,176.827,0.000
PROBE,70,71,176.827,176.827,0.000
PROBE,22,23,176.840,176.840,0.000
PROBE,22,32,176.840,176.840,0.000
PROBE,22,12,176.840,176.840,0.000
PROBE,22,21,176.840,176.840,0.000
PROBE,10,11,176.875,176.875,0.000
PROBE,10,20,176.875,176.875,0.000
PROBE,96,97,176.961,176.961,0.000
PROBE,96,86,176.961,176.961,0.000
PROBE,96,87,176.961,176.961,0.000
HEART_BEAT,87,96,176.961,176.961,0.000
HEART_BEAT,87,86,176.961,176.961,0.000
HEART_BEAT,87,97,176.961,176.961,0.000
HEART_BEAT,87,77,176.961,176.961,0.000
HEART_BEAT,87,76,176.961,176.961,0.000
HEART_BEAT,87,88,176.961,176.961,0.000
PROBE,18,19,176.980,176.980,0.000
PROBE,18,28,176.980,176.980,0.000
PROBE,18,8,176.980,176.980,0.000
PROBE,18,9,176.980,176.980,0.000
PROBE,18,17,176.980,176.980,0.000
PROBE,18,29,176.980,176.980,0.000
PROBE,5,15,177.121,177.121,0.000
PROBE,5,14,177.121,177.121,0.000
PROBE,5,4,177.121,177.121,0.000
PROBE,63,64,177.184,177.184,0.000
PROBE,63,53,177.184,177.184,0.000
PROBE,63,54,177.184,177.184,0.000
PROBE,53,63,177.201,177.201,0.000
PROBE,53,52,177.201,177.201,0.000
PROBE,53,43,177.201,177.202,0.000
PROBE,53,62,177.201,177.202,0.000
PROBE,24,25,177.212,177.212,0.000
PROBE,24,34,177.212,177.212,0.000
PROBE,24,15,177.212,177.212,0.000
PROBE,76,77,177.263,177.263,0.000
PROBE,76,86,177.263,177.263,0.000
PROBE,76,85,177.263,177.263,0.000
PROBE,76,87,177.263,177.263,0.000
HEART_BEAT,87,96,177.263,177.263,0.000
HEART_BEAT,87,86,177.263,177.263,0.000
HEART_BEAT,87,97,177.263,177.263,0.000
HEART_BEAT,87,77,177.263,177.263,0.000
HEART_BEAT,87,76,177.263,177.263,0.000
HEART_BEAT,87,88,177.263,177.263,0.000
PROBE,32,22,177.291,177.291,0.000
PROBE,32,41,177.291,177.291,0.000
PROBE,32,42,177.291,177.291,0.000
PROBE,72,62,177.322,177.322,0.000
PROBE,72,71,177.322,177.322,0.000
PROBE,72,82,177.322,177.322,0.000
PROBE,99,98,177.345,177.345,0.000
HEART_BEAT,98,99,177.345,177.345,0.000
HEART_BEAT,98,88,177.345,177.345,0.000
PROBE,84,74,177.366,177.366,0.000
PROBE,84,94,177.366,177.366,0.000
PROBE,84,85,177.366,177.366,0.000
PROBE,11,10,177.411,177.411,0.000
PROBE,11,21,177.411,177.411,0.000
PROBE,11,12,177.411,177.411,0.000
PROBE,11,1,177.411,177.411,0.000
PROBE,56,57,177.413,177.413,0.000
PROBE,56,55,177.413,177.413,0.000
PROBE,56,67,177.413,177.413,0.000
PROBE,56,66,177.413,177.413,0.000
PROBE,56,47,177.413,177.413,0.000
HEART_BEAT,47,37,177.413,177.413,0.000
HEART_BEAT,47,48,177.413,177.413,0.000
HEART_BEAT,47,57,177.413,177.413,0.000
HEART_BEAT,47,36,177.413,177.413,0.000
HEART_BEAT,47,56,177.413,177.413,0.000
PROBE,37,36,177.503,177.503,0.000
PROBE,37,47,177.503,177.503,0.000
PROBE,37,27,177.503,177.503,0.000
HEART_BEAT,47,37,177.503,177.503,0.000
HEART_BEAT,47,48,177.503,177.503,0.000
HEART_BEAT,47,57,177.503,177.503,0.000
HEART_BEAT,47,36,177.503,177.503,0.000
HEART_BEAT,47,56,177.503,177.503,0.000
PROBE,67,57,177.589,177.589,0.000
PROBE,67,66,177.589,177.589,0.000
PROBE,67,56,177.589,177.589,0.000
PROBE,70,80,177.827,177.827,0.000
PROBE,70,71,177.827,177.827,0.000
PROBE,22,23,177.840,177.840,0.000
PROBE,22,32,177.840,177.840,0.000
PROBE,22,12,177.840,177.840,0.000
PROBE,22,21,177.840,177.840,0.000
PROBE,10,11,177.875,177.875,0.000
PROBE,10,20,177.875,177.875,0.000
PROBE,96,97,177.961,177.961,0.000
PROBE,96,86,177.961,177.961,0.000
PROBE,96,87,177.961,177.961,0.000
HEART_BEAT,87,96,177.961,177.961,0.000
HEART_BEAT,87,86,177.961,177.961,0.000
HEART_BEAT,87,97,177.961,177.961,0.000
HEART_BEAT,87,77,177.961,177.961,0.000
HEART_BEAT,87,76,177.961,177.961,0.000
HEART_BEAT,87,88,177.961,177.961,0.000
PROBE,18,19,177.980,177.980,0.000
PROBE,18,28,177.980,177.980,0.000
PROBE,18,8,177.980,177.980,0.000
PROBE,18,9,177.980,177.980,0.000
PROBE,18,17,177.980,177.980,0.000
PROBE,18,29,177.980,177.980,0.000
PROBE,5,15,178.121,178.121,0.000
PROBE,5,14,178.121,178.121,0.000
PROBE,5,4,178.121,178.121,0.000
PROBE,63,64,178.184,178.184,0.000
PROBE,63,53,178.184,178.184,0.000
PROBE,63,54,178.184,178.184,0.000
PROBE,53,63,178.201,178.201,0.000
PROBE,53,52,178.201,178.201,0.000
PROBE,53,43,178.201,178.202,0.000
PROBE,53,62,178.201,178.202,0.000
PROBE,24,25,178.212,178.212,0.000
PROBE,24,34,178.212,178.212,0.000
PROBE,24,15,178.212,178.212,0.000
PROBE,76,77,178.263,178.263,0.000
PROBE,76,86,178.263,178.263,0.000
PROBE,76,85,178.263,178.263,0.000
PROBE,76,87,178.263,178.263,0.000
HEART_BEAT,87,96,178.263,178.263,0.000
HEART_BEAT,87,86,178.263,178.263,0.000
HEART_BEAT,87,97,178.263,178.263,0.000
HEART_BEAT,87,77,178.263,178.263,0.000
HEART_BEAT,87,76,178.263,178.263,0.000
HEART_BEAT,87,88,178.263,178.263,0.000
PROBE,32,31,178.291,178.291,0.000
PROBE,32,22,178.291,178.291,0.000
PROBE,32,41,178.291,178.291,0.000
PROBE,32,42,178.291,178.291,0.000
PROBE,72,62,178.322,178.322,0.000
PROBE,72,71,178.322,178.322,0.000
PROBE,72,82,178.322,178.322,0.000
JOIN_REQUEST,39,38,178.336,178.336,0.000
JOIN_REQUEST,29,38,178.336,178.336,0.000
JOIN_REQUEST,28,38,178.336,178.336,0.000
NETWORK_REQUEST,unknown,48,178.336,178.336,0.000
NETWORK_REQUEST,unknown,48,178.336,178.336,0.000
NETWORK_REQUEST,unknown,48,178.336,178.337,0.000
NETWORK_REQUEST,unknown,58,178.336,178.337,0.000
NETWORK_REQUEST,unknown,58,178.336,178.337,0.000
NETWORK_REQUEST,unknown,68,178.336,178.337,0.000
NETWORK_REQUEST,unknown,58,178.336,178.337,0.000
NETWORK_REQUEST,unknown,68,178.336,178.337,0.000
NETWORK_REPLY,unknown,58,178.337,178.337,0.000
NETWORK_REQUEST,unknown,68,178.336,178.337,0.000
NETWORK_REPLY,unknown,58,178.337,178.337,0.000
NETWORK_REPLY,unknown,58,178.337,178.337,0.000
NETWORK_REPLY,unknown,48,178.337,178.337,0.000
NETWORK_REPLY,unknown,48,178.337,178.337,0.000
NETWORK_REPLY,unknown,48,178.337,178.337,0.000
NETWORK_REPLY,unknown,38,178.337,178.337,0.000
NETWORK_REPLY,unknown,38,178.337,178.337,0.000
NETWORK_REPLY,unknown,38,178.337,178.337,0.000
HEART_BEAT,38,29,178.337,178.337,0.000
JOIN_REPLY,38,29,178.337,178.337,0.000
JOIN_REPLY,38,29,178.337,178.337,0.000
JOIN_REPLY,38,29,178.337,178.337,0.000
HEART_BEAT,38,39,178.337,178.337,0.000
JOIN_REPLY,38,39,178.337,178.337,0.000
JOIN_REPLY,38,39,178.337,178.337,0.000
JOIN_REPLY,38,39,178.337,178.337,0.000
NETWORK_UPDATE,38,48,178.337,178.337,0.000
HEART_BEAT,38,48,178.337,178.337,0.000
JOIN_REPLY,38,48,178.337,178.337,0.000
JOIN_REPLY,38,48,178.337,178.337,0.000
JOIN_REPLY,38,48,178.337,178.337,0.000
HEART_BEAT,38,28,178.337,178.337,0.000
JOIN_REPLY,38,28,178.337,178.337,0.000
JOIN_REPLY,38,28,178.337,178.337,0.000
JOIN_REPLY,38,28,178.337,178.337,0.000
HEART_BEAT,38,49,178.337,178.337,0.000
JOIN_REPLY,38,49,178.337,178.337,0.000
JOIN_REPLY,38,49,178.337,178.337,0.000
JOIN_REPLY,38,49,178.337,178.337,0.000
HEART_BEAT,29,28,178.337,178.337,0.000
HEART_BEAT,39,49,178.337,178.337,0.000
HEART_BEAT,28,29,178.337,178.337,0.000
HEART_BEAT,29,19,178.337,178.337,0.000
HEART_BEAT,29,38,178.337,178.337,0.000
JOIN_ACK,29,38,178.337,178.337,0.000
HEART_BEAT,28,19,178.337,178.337,0.000
HEART_BEAT,28,18,178.337,178.337,0.000
HEART_BEAT,39,38,178.337,178.337,0.000
JOIN_ACK,39,38,178.337,178.337,0.000
HEART_BEAT,29,18,178.337,178.337,0.000
HEART_BEAT,28,38,178.337,178.337,0.000
JOIN_ACK,28,38,178.337,178.337,0.000
NETWORK_UPDATE,48,58,178.337,178.337,0.000
PROBE,19,18,178.337,178.337,0.000
PROBE,18,19,178.337,178.337,0.000
PROBE,19,28,178.337,178.337,0.000
PROBE,19,29,178.337,178.337,0.000
PROBE,18,28,178.337,178.337,0.000
PROBE,19,9,178.337,178.337,0.000
PROBE,18,8,178.337,178.337,0.000
PROBE,18,9,178.337,178.337,0.000
NETWORK_UPDATE,58,68,178.337,178.337,0.000
PROBE,18,17,178.337,178.337,0.000
PROBE,18,29,178.337,178.337,0.000
NETWORK_REQUEST,unknown,38,178.337,178.337,0.000
NETWORK_REQUEST,unknown,38,178.337,178.337,0.000
NETWORK_REQUEST,unknown,38,178.337,178.337,0.000
NETWORK_REQUEST,unknown,48,178.337,178.337,0.000
NETWORK_REQUEST,unknown,48,178.337,178.337,0.000
NETWORK_REQUEST,unknown,48,178.337,178.337,0.000
NETWORK_REQUEST,unknown,58,178.337,178.337,0.000
NETWORK_REQUEST,unknown,58,178.337,178.337,0.000
NETWORK_REQUEST,unknown,58,178.337,178.337,0.000
NETWORK_REQUEST,unknown,68,178.337,178.337,0.000
NETWORK_REQUEST,unknown,68,178.337,178.337,0.000
NETWORK_REQUEST,unknown,68,178.337,178.337,0.000
NETWORK_REPLY,unknown,58,178.337,178.337,0.000
NETWORK_REPLY,unknown,58,178.337,178.337,0.000
NETWORK_REPLY,unknown,58,178.337,178.337,0.000
NETWORK_REPLY,unknown,48,178.337,178.338,0.000
NETWORK_REPLY,unknown,48,178.337,178.338,0.000
NETWORK_REPLY,unknown,48,178.337,178.338,0.000
NETWORK_REPLY,unknown,38,178.337,178.338,0.000
NETWORK_REPLY,unknown,38,178.337,178.338,0.000
NETWORK_REPLY,unknown,38,178.337,178.338,0.000
NETWORK_REPLY,unknown,29,178.337,178.338,0.000
NETWORK_REPLY,unknown,39,178.337,178.338,0.000
HEART_BEAT,29,28,178.338,178.338,0.000
NETWORK_REPLY,unknown,28,178.337,178.338,0.000
HEART_BEAT,29,19,178.338,178.338,0.000
HEART_BEAT,39,49,178.338,178.338,0.000
NETWORK_UPDATE,29,38,178.338,178.338,0.000
HEART_BEAT,29,38,178.338,178.338,0.000
HEART_BEAT,29,18,178.338,178.338,0.000
HEART_BEAT,28,29,178.338,178.338,0.000
NETWORK_UPDATE,39,38,178.338,178.338,0.000
HEART_BEAT,39,38,178.338,178.338,0.000
HEART_BEAT,28,19,178.338,178.338,0.000
HEART_BEAT,28,18,178.338,178.338,0.000
NETWORK_UPDATE,28,38,178.338,178.338,0.000
HEART_BEAT,28,38,178.338,178.338,0.000
NETWORK_UPDATE,38,48,178.338,178.338,0.000
NETWORK_UPDATE,38,48,178.338,178.338,0.000
NETWORK_UPDATE,38,48,178.338,178.338,0.000
NETWORK_UPDATE,48,58,178.338,178.338,0.000
NETWORK_UPDATE,48,58,178.338,178.338,0.000
NETWORK_UPDATE,58,68,178.338,178.338,0.000
NETWORK_UPDATE,48,58,178.338,178.338,0.000
NETWORK_UPDATE,58,68,178.338,178.338,0.000
NETWORK_UPDATE,58,68,178.338,178.338,0.000
PROBE,99,98,178.345,178.345,0.000
HEART_BEAT,98,99,178.345,178.345,0.000
HEART_BEAT,98,88,178.345,178.345,0.000
PROBE,84,74,178.366,178.366,0.000
PROBE,84,94,178.366,178.366,0.000
PROBE,84,85,178.366,178.366,0.000
PROBE,11,10,178.411,178.411,0.000
PROBE,11,21,178.411,178.411,0.000
PROBE,11,12,178.411,178.411,0.000
PROBE,11,1,178.411,178.411,0.000
PROBE,56,57,178.413,178.413,0.000
PROBE,56,55,178.413,178.413,0.000
PROBE,56,67,178.413,178.413,0.000
PROBE,56,66,178.413,178.413,0.000
PROBE,56,47,178.413,178.413,0.000
HEART_BEAT,47,37,178.413,178.413,0.000
HEART_BEAT,47,48,178.413,178.413,0.000
HEART_BEAT,47,57,178.413,178.413,0.000
HEART_BEAT,47,36,178.413,178.413,0.000
HEART_BEAT,47,56,178.413,178.413,0.000
PROBE,94,84,178.413,178.413,0.000
PROBE,94,95,178.413,178.413,0.000
PROBE,40,30,178.434,178.434,0.000
PROBE,40,31,178.434,178.434,0.000
PROBE,40,41,178.434,178.434,0.000
PROBE,37,36,178.503,178.503,0.000
PROBE,37,47,178.503,178.503,0.000
PROBE,37,27,178.503,178.503,0.000
HEART_BEAT,47,37,178.503,178.503,0.000
HEART_BEAT,47,48,178.503,178.503,0.000
HEART_BEAT,47,57,178.503,178.503,0.000
HEART_BEAT,47,36,178.503,178.503,0.000
HEART_BEAT,47,56,178.503,178.503,0.000
PROBE,97,96,178.511,178.511,0.000
PROBE,97,87,178.511,178.511,0.000
PROBE,97,86,178.511,178.511,0.000
PROBE,67,57,178.589,178.589,0.000
PROBE,67,66,178.589,178.589,0.000
PROBE,67,56,178.589,178.589,0.000
PROBE,22,23,178.840,178.840,0.000
PROBE,22,32,178.840,178.840,0.000
PROBE,22,12,178.840,178.840,0.000
PROBE,22,21,178.840,178.840,0.000
PROBE,96,97,178.961,178.961,0.000
PROBE,96,86,178.961,178.961,0.000
PROBE,96,87,178.961,178.961,0.000
HEART_BEAT,87,96,178.961,178.961,0.000
HEART_BEAT,87,86,178.961,178.961,0.000
HEART_BEAT,87,97,178.961,178.961,0.000
HEART_BEAT,87,77,178.961,178.961,0.000
HEART_BEAT,87,76,178.961,178.961,0.000
HEART_BEAT,87,88,178.961,178.961,0.000
PROBE,18,19,178.980,178.980,0.000
PROBE,18,28,178.980,178.980,0.000
PROBE,18,8,178.980,178.980,0.000
PROBE,18,9,178.980,178.980,0.000
PROBE,18,17,178.980,178.980,0.000
PROBE,18,29,178.980,178.980,0.000
HEART_BEAT,28,29,178.980,178.980,0.000
HEART_BEAT,28,19,178.980,178.980,0.000
HEART_BEAT,28,18,178.980,178.980,0.000
HEART_BEAT,29,28,178.980,178.980,0.000
HEART_BEAT,28,38,178.980,178.980,0.000
HEART_BEAT,29,19,178.980,178.980,0.000
HEART_BEAT,29,38,178.980,178.980,0.000
HEART_BEAT,29,18,178.980,178.980,0.000
PROBE,31,32,178.989,178.989,0.000
PROBE,31,40,178.989,178.989,0.000
PROBE,31,41,178.989,178.989,0.000
PROBE,31,30,178.989,178.989,0.000
PROBE,31,21,178.989,178.989,0.000
PROBE,5,15,179.121,179.121,0.000
PROBE,5,14,179.121,179.121,0.000
PROBE,5,4,179.121,179.121,0.000
PROBE,63,64,179.184,179.184,0.000
PROBE,63,53,179.184,179.184,0.000
PROBE,63,54,179.184,179.184,0.000
PROBE,53,63,179.201,179.201,0.000
PROBE,53,52,179.201,179.201,0.000
PROBE,53,43,179.201,179.202,0.000
PROBE,53,62,179.201,179.202,0.000
PROBE,76,77,179.263,179.263,0.000
PROBE,76,86,179.263,179.263,0.000
PROBE,76,85,179.263,179.263,0.000
PROBE,76,87,179.263,179.263,0.000
HEART_BEAT,87,96,179.263,179.263,0.000
HEART_BEAT,87,86,179.263,179.263,0.000
HEART_BEAT,87,97,179.263,179.263,0.000
HEART_BEAT,87,77,179.263,179.263,0.000
HEART_BEAT,87,76,179.263,179.263,0.000
HEART_BEAT,87,88,179.263,179.263,0.000
PROBE,32,31,179.291,179.291,0.000
PROBE,32,22,179.291,179.291,0.000
PROBE,32,41,179.291,179.291,0.000
PROBE,32,42,179.291,179.291,0.000
PROBE,72,62,179.322,179.322,0.000
PROBE,72,71,179.322,179.322,0.000
PROBE,72,82,179.322,179.322,0.000
PROBE,99,98,179.345,179.345,0.000
HEART_BEAT,98,99,179.345,179.345,0.000
HEART_BEAT,98,88,179.345,179.345,0.000
PROBE,84,74,179.366,179.366,0.000
PROBE,84,94,179.366,179.366,0.000
PROBE,84,85,179.366,179.366,0.000
PROBE,11,10,179.411,179.411,0.000
PROBE,11,21,179.411,179.411,0.000
PROBE,11,12,179.411,179.411,0.000
PROBE,11,1,179.411,179.411,0.000
PROBE,56,57,179.413,179.413,0.000
PROBE,56,55,179.413,179.413,0.000
PROBE,56,67,179.413,179.413,0.000
PROBE,56,66,179.413,179.413,0.000
PROBE,56,47,179.413,179.413,0.000
HEART_BEAT,47,37,179.413,179.413,0.000
HEART_BEAT,47,48,179.413,179.413,0.000
HEART_BEAT,47,57,179.413,179.413,0.000
HEART_BEAT,47,36,179.413,179.413,0.000
HEART_BEAT,47,56,179.413,179.413,0.000
PROBE,94,84,179.413,179.413,0.000
PROBE,94,95,179.413,179.413,0.000
PROBE,40,30,179.434,179.434,0.000
PROBE,40,31,179.434,179.434,0.000
PROBE,40,41,179.434,179.434,0.000
PROBE,37,36,179.503,179.503,0.000
PROBE,37,47,179.503,179.503,0.000
PROBE,37,27,179.503,179.503,0.000
HEART_BEAT,47,37,179.503,179.503,0.000
HEART_BEAT,47,48,179.503,179.503,0.000
HEART_BEAT,47,57,179.503,179.503,0.000
HEART_BEAT,47,36,179.503,179.503,0.000
HEART_BEAT,47,56,179.503,179.503,0.000
PROBE,97,96,179.511,179.511,0.000
PROBE,97,87,179.511,179.511,0.000
PROBE,97,86,179.511,179.511,0.000
HEART_BEAT,87,96,179.511,179.511,0.000
HEART_BEAT,87,86,179.511,179.511,0.000
HEART_BEAT,87,97,179.511,179.511,0.000
HEART_BEAT,87,77,179.511,179.511,0.000
HEART_BEAT,87,76,179.511,179.511,0.000
HEART_BEAT,87,88,179.511,179.511,0.000
PROBE,65,75,179.574,179.574,0.000
PROBE,65,66,179.574,179.574,0.000
PROBE,65,55,179.574,179.574,0.000
PROBE,65,64,179.574,179.574,0.000
PROBE,67,57,179.589,179.589,0.000
PROBE,67,66,179.589,179.589,0.000
PROBE,67,56,179.589,179.589,0.000
PROBE,7,17,179.591,179.591,0.000
PROBE,22,23,179.840,179.840,0.000
PROBE,22,32,179.840,179.840,0.000
PROBE,22,12,179.840,179.840,0.000
PROBE,22,21,179.840,179.840,0.000
PROBE,96,97,179.961,179.961,0.000
PROBE,96,86,179.961,179.961,0.000
PROBE,96,87,179.961,179.961,0.000
HEART_BEAT,87,96,179.961,179.961,0.000
HEART_BEAT,87,86,179.961,179.961,0.000
HEART_BEAT,87,97,179.961,179.961,0.000
HEART_BEAT,87,77,179.961,179.961,0.000
HEART_BEAT,87,76,179.961,179.961,0.000
HEART_BEAT,87,88,179.961,179.961,0.000
PROBE,18,19,179.980,179.980,0.000
PROBE,18,28,179.980,179.980,0.000
PROBE,18,8,179.980,179.980,0.000
PROBE,18,9,179.980,179.980,0.000
PROBE,18,17,179.980,179.980,0.000
PROBE,18,29,179.980,179.980,0.000
HEART_BEAT,28,29,179.980,179.980,0.000
HEART_BEAT,28,19,179.980,179.980,0.000
HEART_BEAT,28,18,179.980,179.980,0.000
HEART_BEAT,29,28,179.980,179.980,0.000
HEART_BEAT,28,38,179.980,179.980,0.000
HEART_BEAT,29,19,179.980,179.980,0.000
HEART_BEAT,29,38,179.980,179.980,0.000
HEART_BEAT,29,18,179.980,179.980,0.000
PROBE,31,32,179.989,179.989,0.000
PROBE,31,40,179.989,179.989,0.000
PROBE,31,41,179.989,179.989,0.000
PROBE,31,30,179.989,179.989,0.000
PROBE,31,21,179.989,179.989,0.000
PROBE,63,64,180.184,180.184,0.000
PROBE,63,53,180.184,180.184,0.000
PROBE,63,54,180.184,180.184,0.000
PROBE,53,63,180.201,180.201,0.000
PROBE,53,52,180.201,180.201,0.000
PROBE,53,43,180.201,180.202,0.000
PROBE,53,62,180.201,180.202,0.000
PROBE,76,77,180.263,180.263,0.000
PROBE,76,86,180.263,180.263,0.000
PROBE,76,85,180.263,180.263,0.000
PROBE,76,87,180.263,180.263,0.000
HEART_BEAT,87,96,180.263,180.263,0.000
HEART_BEAT,87,86,180.263,180.263,0.000
HEART_BEAT,87,97,180.263,180.263,0.000
HEART_BEAT,87,77,180.263,180.263,0.000
HEART_BEAT,87,76,180.263,180.263,0.000
HEART_BEAT,87,88,180.263,180.263,0.000
PROBE,32,31,180.291,180.291,0.000
PROBE,32,22,180.291,180.291,0.000
PROBE,32,41,180.291,180.291,0.000
PROBE,32,42,180.291,180.291,0.000
PROBE,72,62,180.322,180.322,0.000
PROBE,72,71,180.322,180.322,0.000
PROBE,72,82,180.322,180.322,0.000
PROBE,99,98,180.345,180.345,0.000
HEART_BEAT,98,99,180.345,180.345,0.000
HEART_BEAT,98,88,180.345,180.345,0.000
PROBE,56,57,180.413,180.413,0.000
PROBE,56,55,180.413,180.413,0.000
PROBE,56,67,180.413,180.413,0.000
PROBE,56,66,180.413,180.413,0.000
PROBE,56,47,180.413,180.413,0.000
HEART_BEAT,47,37,180.413,180.413,0.000
HEART_BEAT,47,48,180.413,180.413,0.000
HEART_BEAT,47,57,180.413,180.413,0.000
HEART_BEAT,47,36,180.413,180.413,0.000
HEART_BEAT,47,56,180.413,180.413,0.000
PROBE,94,84,180.413,180.413,0.000
PROBE,94,95,180.413,180.413,0.000
PROBE,40,30,180.434,180.434,0.000
PROBE,40,31,180.434,180.434,0.000
PROBE,40,41,180.434,180.434,0.000
PROBE,25,15,180.435,180.435,0.000
PROBE,25,24,180.435,180.435,0.000
PROBE,25,26,180.435,180.435,0.000
PROBE,37,36,180.503,180.503,0.000
PROBE,37,47,180.503,180.503,0.000
PROBE,37,27,180.503,180.503,0.000
HEART_BEAT,47,37,180.503,180.503,0.000
HEART_BEAT,47,48,180.503,180.503,0.000
HEART_BEAT,47,57,180.503,180.503,0.000
HEART_BEAT,47,36,180.503,180.503,0.000
HEART_BEAT,47,56,180.503,180.503,0.000
PROBE,97,96,180.511,180.511,0.000
PROBE,97,87,180.511,180.511,0.000
PROBE,97,86,180.511,180.511,0.000
HEART_BEAT,87,96,180.511,180.511,0.000
HEART_BEAT,87,86,180.511,180.511,0.000
HEART_BEAT,87,97,180.511,180.511,0.000
HEART_BEAT,87,77,180.511,180.511,0.000
HEART_BEAT,87,76,180.511,180.511,0.000
HEART_BEAT,87,88,180.511,180.511,0.000
PROBE,65,75,180.574,180.574,0.000
PROBE,65,66,180.574,180.574,0.000
PROBE,65,55,180.574,180.574,0.000
PROBE,65,64,180.574,180.574,0.000
