packet_type,source,dest,creation_time,arrival_time,delay_ms
PROBE,4,3,6.745,6.745,0.000
PROBE,3,4,7.617,7.617,0.000
PROBE,4,3,7.745,7.745,0.000
PROBE,3,4,8.617,8.617,0.000
PROBE,4,3,8.745,8.745,0.000
PROBE,3,4,9.617,9.617,0.000
PROBE,4,3,9.745,9.745,0.000
PROBE,3,4,10.617,10.617,0.000
PROBE,4,3,10.745,10.745,0.000
PROBE,3,4,11.617,11.617,0.000
PROBE,4,3,11.745,11.745,0.000
PROBE,3,4,12.617,12.617,0.000
PROBE,22,32,12.840,12.840,0.000
PROBE,32,22,13.291,13.291,0.000
PROBE,3,4,13.617,13.617,0.000
PROBE,22,32,13.840,13.840,0.000
PROBE,32,22,14.291,14.291,0.000
PROBE,3,4,14.617,14.617,0.000
PROBE,22,32,14.840,14.840,0.000
PROBE,32,22,15.291,15.291,0.000
PROBE,3,4,15.617,15.617,0.000
PROBE,22,32,15.840,15.840,0.000
PROBE,32,22,16.291,16.291,0.000
PROBE,3,4,16.617,16.617,0.000
PROBE,58,68,16.827,16.827,0.000
HEART_BEAT,68,58,16.827,16.827,0.000
PROBE,58,68,16.827,16.827,0.000
HEART_BEAT,68,58,16.827,16.827,0.000
PROBE,22,32,16.840,16.840,0.000
PROBE,32,22,17.291,17.291,0.000
PROBE,58,68,17.827,17.827,0.000
HEART_BEAT,68,58,17.827,17.827,0.000
PROBE,22,32,17.840,17.840,0.000
PROBE,32,22,18.291,18.291,0.000
PROBE,58,68,18.827,18.827,0.000
HEART_BEAT,68,58,18.827,18.827,0.000
PROBE,22,32,18.840,18.840,0.000
PROBE,32,22,19.291,19.291,0.000
PROBE,58,68,19.827,19.827,0.000
HEART_BEAT,68,58,19.827,19.827,0.000
PROBE,22,32,19.840,19.840,0.000
PROBE,32,22,20.291,20.291,0.000
PROBE,58,68,20.827,20.827,0.000
HEART_BEAT,68,58,20.827,20.827,0.000
PROBE,22,32,20.840,20.840,0.000
PROBE,32,22,21.291,21.291,0.000
PROBE,58,68,21.827,21.827,0.000
HEART_BEAT,68,58,21.827,21.827,0.000
PROBE,22,32,21.840,21.840,0.000
PROBE,32,22,22.291,22.291,0.000
PROBE,58,68,22.827,22.827,0.000
HEART_BEAT,68,58,22.827,22.827,0.000
PROBE,58,68,23.827,23.827,0.000
HEART_BEAT,68,58,23.827,23.827,0.000
PROBE,58,68,24.827,24.827,0.000
HEART_BEAT,68,58,24.827,24.827,0.000
PROBE,58,68,25.827,25.827,0.000
HEART_BEAT,68,58,25.827,25.827,0.000
PROBE,58,68,26.827,26.827,0.000
HEART_BEAT,68,58,26.827,26.827,0.000
PROBE,9,8,30.293,30.293,0.000
PROBE,8,9,31.065,31.065,0.000
PROBE,9,8,31.293,31.293,0.000
PROBE,8,9,32.065,32.065,0.000
PROBE,9,8,32.293,32.293,0.000
PROBE,8,9,33.065,33.065,0.000
PROBE,9,8,33.293,33.293,0.000
PROBE,59,58,33.907,33.907,0.000
PROBE,59,68,33.907,33.907,0.000
HEART_BEAT,68,58,33.907,33.907,0.000
HEART_BEAT,68,59,33.907,33.907,0.000
PROBE,59,58,33.907,33.907,0.000
PROBE,59,68,33.907,33.907,0.000
HEART_BEAT,68,58,33.907,33.908,0.000
HEART_BEAT,68,59,33.907,33.908,0.000
PROBE,8,9,34.065,34.065,0.000
PROBE,9,8,34.293,34.293,0.000
PROBE,59,58,34.907,34.907,0.000
PROBE,59,68,34.907,34.907,0.000
HEART_BEAT,68,58,34.907,34.907,0.000
HEART_BEAT,68,59,34.907,34.907,0.000
PROBE,8,9,35.065,35.065,0.000
PROBE,85,75,35.155,35.155,0.000
PROBE,9,8,35.293,35.293,0.000
PROBE,59,58,35.907,35.907,0.000
PROBE,59,68,35.907,35.907,0.000
HEART_BEAT,68,58,35.907,35.907,0.000
HEART_BEAT,68,59,35.907,35.907,0.000
PROBE,75,85,36.017,36.017,0.000
PROBE,8,9,36.065,36.065,0.000
PROBE,85,75,36.155,36.155,0.000
PROBE,9,8,36.293,36.293,0.000
JOIN_REQUEST,58,68,36.827,36.827,0.000
JOIN_REPLY,68,58,36.827,36.827,0.000
JOIN_REPLY,68,59,36.827,36.827,0.000
HEART_BEAT,58,68,36.827,36.827,0.000
JOIN_ACK,58,68,36.827,36.827,0.000
HEART_BEAT,58,59,36.827,36.827,0.000
PROBE,75,66,37.017,37.017,0.000
PROBE,75,85,37.017,37.017,0.000
PROBE,8,9,37.065,37.065,0.000
PROBE,85,75,37.155,37.155,0.000
PROBE,9,8,37.293,37.293,0.000
PROBE,9,19,37.293,37.293,0.000
PROBE,19,9,37.733,37.733,0.000
PROBE,66,67,37.958,37.958,0.000
PROBE,66,75,37.958,37.958,0.000
PROBE,75,66,38.017,38.017,0.000
PROBE,75,85,38.017,38.017,0.000
PROBE,8,9,38.065,38.065,0.000
PROBE,85,75,38.155,38.155,0.000
PROBE,19,9,38.733,38.733,0.000
PROBE,82,92,38.902,38.902,0.000
PROBE,66,67,38.958,38.958,0.000
PROBE,66,75,38.958,38.958,0.000
PROBE,75,66,39.017,39.017,0.000
PROBE,75,85,39.017,39.017,0.000
PROBE,8,9,39.065,39.065,0.000
PROBE,85,75,39.155,39.155,0.000
PROBE,19,9,39.733,39.733,0.000
PROBE,82,92,39.902,39.902,0.000
PROBE,66,67,39.958,39.958,0.000
PROBE,66,75,39.958,39.958,0.000
PROBE,75,66,40.017,40.017,0.000
PROBE,75,85,40.017,40.017,0.000
PROBE,8,9,40.065,40.065,0.000
PROBE,85,75,40.155,40.155,0.000
PROBE,19,9,40.733,40.733,0.000
PROBE,82,92,40.902,40.902,0.000
PROBE,66,67,40.958,40.958,0.000
PROBE,66,75,40.958,40.958,0.000
PROBE,75,66,41.017,41.017,0.000
PROBE,75,85,41.017,41.017,0.000
PROBE,85,75,41.155,41.155,0.000
PROBE,19,9,41.733,41.733,0.000
PROBE,82,92,41.902,41.902,0.000
PROBE,66,67,41.958,41.958,0.000
PROBE,66,75,41.958,41.958,0.000
PROBE,75,66,42.017,42.017,0.000
PROBE,75,85,42.017,42.017,0.000
PROBE,85,75,42.155,42.155,0.000
PROBE,19,9,42.733,42.733,0.000
PROBE,4,3,42.745,42.745,0.000
PROBE,82,92,42.902,42.902,0.000
PROBE,66,67,42.958,42.958,0.000
PROBE,66,75,42.958,42.958,0.000
PROBE,75,66,43.017,43.017,0.000
PROBE,75,85,43.017,43.017,0.000
PROBE,85,75,43.155,43.155,0.000
PROBE,19,9,43.733,43.733,0.000
PROBE,4,3,43.745,43.745,0.000
PROBE,82,92,43.902,43.902,0.000
PROBE,66,67,43.958,43.958,0.000
PROBE,66,75,43.958,43.958,0.000
PROBE,75,66,44.017,44.017,0.000
PROBE,75,85,44.017,44.017,0.000
PROBE,19,9,44.733,44.733,0.000
PROBE,4,3,44.745,44.745,0.000
PROBE,82,92,44.902,44.902,0.000
PROBE,66,67,44.958,44.958,0.000
PROBE,66,75,44.958,44.958,0.000
PROBE,75,66,45.017,45.017,0.000
PROBE,75,85,45.017,45.017,0.000
PROBE,19,28,45.733,45.733,0.000
PROBE,19,9,45.733,45.733,0.000
PROBE,4,3,45.745,45.745,0.000
PROBE,82,92,45.902,45.902,0.000
PROBE,66,67,45.958,45.958,0.000
PROBE,66,75,45.958,45.958,0.000
PROBE,28,19,46.230,46.230,0.000
PROBE,19,28,46.733,46.733,0.000
PROBE,19,9,46.733,46.733,0.000
PROBE,4,3,46.745,46.745,0.000
PROBE,82,92,46.902,46.902,0.000
PROBE,66,67,46.958,46.958,0.000
PROBE,66,75,46.958,46.958,0.000
PROBE,28,19,47.230,47.230,0.000
PROBE,87,97,47.346,47.346,0.000
PROBE,3,4,47.617,47.617,0.000
PROBE,4,3,47.745,47.745,0.000
PROBE,82,92,47.902,47.902,0.000
PROBE,28,19,48.230,48.230,0.000
PROBE,87,97,48.346,48.346,0.000
PROBE,15,24,48.361,48.361,0.000
PROBE,3,4,48.617,48.617,0.000
PROBE,4,3,48.745,48.745,0.000
PROBE,24,15,49.212,49.212,0.000
PROBE,28,19,49.230,49.230,0.000
PROBE,87,97,49.346,49.346,0.000
PROBE,15,5,49.361,49.361,0.000
PROBE,15,24,49.361,49.361,0.000
PROBE,3,4,49.617,49.617,0.000
PROBE,4,3,49.745,49.745,0.000
PROBE,4,5,49.745,49.745,0.000
PROBE,5,15,50.121,50.121,0.000
PROBE,5,4,50.121,50.121,0.000
PROBE,24,15,50.212,50.212,0.000
PROBE,28,19,50.230,50.230,0.000
PROBE,87,97,50.346,50.346,0.000
PROBE,15,5,50.361,50.361,0.000
PROBE,15,24,50.361,50.361,0.000
PROBE,3,4,50.617,50.617,0.000
PROBE,4,3,50.745,50.745,0.000
PROBE,4,5,50.745,50.745,0.000
PROBE,5,15,51.121,51.121,0.000
PROBE,5,4,51.121,51.121,0.000
PROBE,24,15,51.212,51.212,0.000
PROBE,28,19,51.230,51.230,0.000
PROBE,87,97,51.346,51.346,0.000
PROBE,15,5,51.361,51.361,0.000
PROBE,15,24,51.361,51.361,0.000
PROBE,67,66,51.589,51.589,0.000
PROBE,3,4,51.617,51.617,0.000
PROBE,4,3,51.745,51.745,0.000
PROBE,4,5,51.745,51.745,0.000
PROBE,5,15,52.121,52.121,0.000
PROBE,5,4,52.121,52.121,0.000
PROBE,24,15,52.212,52.212,0.000
PROBE,28,19,52.230,52.230,0.000
PROBE,87,96,52.346,52.346,0.000
PROBE,87,97,52.346,52.346,0.000
PROBE,15,5,52.361,52.361,0.000
PROBE,15,24,52.361,52.361,0.000
PROBE,67,66,52.589,52.589,0.000
PROBE,3,4,52.617,52.617,0.000
PROBE,22,32,52.840,52.840,0.000
PROBE,96,97,52.961,52.961,0.000
PROBE,96,87,52.961,52.961,0.000
PROBE,5,15,53.121,53.121,0.000
PROBE,5,4,53.121,53.121,0.000
PROBE,24,15,53.212,53.212,0.000
PROBE,28,19,53.230,53.230,0.000
PROBE,32,22,53.291,53.291,0.000
PROBE,87,96,53.346,53.346,0.000
PROBE,87,97,53.346,53.346,0.000
PROBE,67,66,53.589,53.589,0.000
PROBE,3,4,53.617,53.617,0.000
PROBE,22,32,53.840,53.840,0.000
JOIN_REQUEST,59,68,53.907,53.907,0.000
JOIN_REPLY,68,58,53.907,53.908,0.000
JOIN_REPLY,68,59,53.907,53.908,0.000
HEART_BEAT,59,58,53.908,53.908,0.000
HEART_BEAT,59,68,53.908,53.908,0.000
JOIN_ACK,59,68,53.908,53.908,0.000
PROBE,96,97,53.961,53.961,0.000
PROBE,96,87,53.961,53.961,0.000
PROBE,5,15,54.121,54.121,0.000
PROBE,5,4,54.121,54.121,0.000
PROBE,24,15,54.212,54.212,0.000
PROBE,28,19,54.230,54.230,0.000
PROBE,32,22,54.291,54.291,0.000
PROBE,87,96,54.346,54.346,0.000
PROBE,87,97,54.346,54.346,0.000
PROBE,67,66,54.589,54.589,0.000
PROBE,3,4,54.617,54.617,0.000
PROBE,22,32,54.840,54.840,0.000
PROBE,96,97,54.961,54.961,0.000
PROBE,96,87,54.961,54.961,0.000
PROBE,5,15,55.121,55.121,0.000
PROBE,5,4,55.121,55.121,0.000
PROBE,24,15,55.212,55.212,0.000
PROBE,28,19,55.230,55.230,0.000
PROBE,28,18,55.230,55.230,0.000
PROBE,32,22,55.291,55.291,0.000
PROBE,87,96,55.346,55.346,0.000
PROBE,87,97,55.346,55.346,0.000
PROBE,67,66,55.589,55.589,0.000
PROBE,3,4,55.617,55.617,0.000
PROBE,22,32,55.840,55.840,0.000
PROBE,96,97,55.961,55.961,0.000
PROBE,96,87,55.961,55.961,0.000
PROBE,18,19,55.980,55.980,0.000
PROBE,18,28,55.980,55.980,0.000
PROBE,18,8,55.980,55.980,0.000
PROBE,18,9,55.980,55.980,0.000
PROBE,18,17,55.980,55.980,0.000
PROBE,5,15,56.121,56.121,0.000
PROBE,5,4,56.121,56.121,0.000
PROBE,24,15,56.212,56.212,0.000
PROBE,32,22,56.291,56.291,0.000
PROBE,87,96,56.346,56.346,0.000
PROBE,87,97,56.346,56.346,0.000
PROBE,67,66,56.589,56.589,0.000
PROBE,3,4,56.617,56.617,0.000
PROBE,22,32,56.840,56.840,0.000
PROBE,96,97,56.961,56.961,0.000
PROBE,96,87,56.961,56.961,0.000
PROBE,18,19,56.980,56.980,0.000
PROBE,18,28,56.980,56.980,0.000
PROBE,18,8,56.980,56.980,0.000
PROBE,18,9,56.980,56.980,0.000
PROBE,18,17,56.980,56.980,0.000
PROBE,5,15,57.121,57.121,0.000
PROBE,5,4,57.121,57.121,0.000
PROBE,24,15,57.212,57.212,0.000
PROBE,32,22,57.291,57.291,0.000
PROBE,67,66,57.589,57.589,0.000
PROBE,22,32,57.840,57.840,0.000
PROBE,96,97,57.961,57.961,0.000
PROBE,96,87,57.961,57.961,0.000
PROBE,18,19,57.980,57.980,0.000
PROBE,18,28,57.980,57.980,0.000
PROBE,18,8,57.980,57.980,0.000
PROBE,18,9,57.980,57.980,0.000
PROBE,18,17,57.980,57.980,0.000
PROBE,5,15,58.121,58.121,0.000
PROBE,5,4,58.121,58.121,0.000
PROBE,24,15,58.212,58.212,0.000
PROBE,32,22,58.291,58.291,0.000
PROBE,97,96,58.511,58.511,0.000
PROBE,97,87,58.511,58.511,0.000
PROBE,67,66,58.589,58.589,0.000
PROBE,22,32,58.840,58.840,0.000
PROBE,96,97,58.961,58.961,0.000
PROBE,96,87,58.961,58.961,0.000
PROBE,18,19,58.980,58.980,0.000
PROBE,18,28,58.980,58.980,0.000
PROBE,18,8,58.980,58.980,0.000
PROBE,18,9,58.980,58.980,0.000
PROBE,18,17,58.980,58.980,0.000
PROBE,5,15,59.121,59.121,0.000
PROBE,5,4,59.121,59.121,0.000
PROBE,32,22,59.291,59.291,0.000
PROBE,97,96,59.511,59.511,0.000
PROBE,97,87,59.511,59.511,0.000
PROBE,67,66,59.589,59.589,0.000
PROBE,22,32,59.840,59.840,0.000
PROBE,96,97,59.961,59.961,0.000
PROBE,96,87,59.961,59.961,0.000
PROBE,18,19,59.980,59.980,0.000
PROBE,18,28,59.980,59.980,0.000
PROBE,18,8,59.980,59.980,0.000
PROBE,18,9,59.980,59.980,0.000
PROBE,18,17,59.980,59.980,0.000
PROBE,32,22,60.291,60.291,0.000
PROBE,97,96,60.511,60.511,0.000
PROBE,97,87,60.511,60.511,0.000
PROBE,67,66,60.589,60.589,0.000
PROBE,22,32,60.840,60.840,0.000
PROBE,96,97,60.961,60.961,0.000
PROBE,96,87,60.961,60.961,0.000
PROBE,18,19,60.980,60.980,0.000
PROBE,18,28,60.980,60.980,0.000
PROBE,18,8,60.980,60.980,0.000
PROBE,18,9,60.980,60.980,0.000
PROBE,18,17,60.980,60.980,0.000
PROBE,18,29,60.980,60.980,0.000
PROBE,32,22,61.291,61.291,0.000
PROBE,97,96,61.511,61.511,0.000
PROBE,97,87,61.511,61.511,0.000
PROBE,36,37,61.558,61.558,0.000
PROBE,29,28,61.690,61.690,0.000
PROBE,29,19,61.690,61.690,0.000
PROBE,29,18,61.690,61.690,0.000
PROBE,22,32,61.840,61.840,0.000
PROBE,96,97,61.961,61.961,0.000
PROBE,96,87,61.961,61.961,0.000
PROBE,18,19,61.980,61.980,0.000
PROBE,18,28,61.980,61.980,0.000
PROBE,18,8,61.980,61.980,0.000
PROBE,18,9,61.980,61.980,0.000
PROBE,18,17,61.980,61.980,0.000
PROBE,18,29,61.980,61.980,0.000
PROBE,32,22,62.291,62.291,0.000
PROBE,97,96,62.511,62.511,0.000
PROBE,97,87,62.511,62.511,0.000
PROBE,36,37,62.558,62.558,0.000
PROBE,29,28,62.690,62.690,0.000
PROBE,29,19,62.690,62.690,0.000
PROBE,29,18,62.690,62.690,0.000
PROBE,18,19,62.980,62.980,0.000
PROBE,18,28,62.980,62.980,0.000
PROBE,18,8,62.980,62.980,0.000
PROBE,18,9,62.980,62.980,0.000
PROBE,18,17,62.980,62.980,0.000
PROBE,18,29,62.980,62.980,0.000
PROBE,40,41,63.434,63.434,0.000
PROBE,97,96,63.511,63.511,0.000
PROBE,97,87,63.511,63.511,0.000
PROBE,36,37,63.558,63.558,0.000
PROBE,29,28,63.690,63.690,0.000
PROBE,29,19,63.690,63.690,0.000
PROBE,29,18,63.690,63.690,0.000
PROBE,41,32,63.847,63.847,0.000
PROBE,41,40,63.847,63.847,0.000
PROBE,41,51,63.847,63.847,0.000
PROBE,92,82,63.888,63.888,0.000
PROBE,55,66,63.933,63.933,0.000
PROBE,18,19,63.980,63.980,0.000
PROBE,18,28,63.980,63.980,0.000
PROBE,18,8,63.980,63.980,0.000
PROBE,18,9,63.980,63.980,0.000
PROBE,18,17,63.980,63.980,0.000
PROBE,18,29,63.980,63.980,0.000
PROBE,40,41,64.434,64.434,0.000
PROBE,97,96,64.511,64.511,0.000
PROBE,97,87,64.511,64.511,0.000
PROBE,36,37,64.558,64.558,0.000
PROBE,29,28,64.690,64.690,0.000
PROBE,29,19,64.690,64.690,0.000
PROBE,29,18,64.690,64.690,0.000
PROBE,41,32,64.847,64.847,0.000
PROBE,41,40,64.847,64.847,0.000
PROBE,41,51,64.847,64.847,0.000
PROBE,92,82,64.888,64.888,0.000
PROBE,55,66,64.933,64.933,0.000
PROBE,18,19,64.980,64.980,0.000
PROBE,18,28,64.980,64.980,0.000
PROBE,18,8,64.980,64.980,0.000
PROBE,18,9,64.980,64.980,0.000
PROBE,18,17,64.980,64.980,0.000
PROBE,18,29,64.980,64.980,0.000
PROBE,40,41,65.434,65.434,0.000
PROBE,97,96,65.511,65.511,0.000
PROBE,97,87,65.511,65.511,0.000
PROBE,36,37,65.558,65.558,0.000
PROBE,29,28,65.690,65.690,0.000
PROBE,29,19,65.690,65.690,0.000
PROBE,29,18,65.690,65.690,0.000
PROBE,41,32,65.847,65.847,0.000
PROBE,41,40,65.847,65.847,0.000
PROBE,41,51,65.847,65.847,0.000
PROBE,92,82,65.888,65.888,0.000
PROBE,55,66,65.933,65.933,0.000
PROBE,40,41,66.434,66.434,0.000
PROBE,97,96,66.511,66.511,0.000
PROBE,97,87,66.511,66.511,0.000
PROBE,36,37,66.558,66.558,0.000
PROBE,20,10,66.679,66.679,0.000
PROBE,29,28,66.690,66.690,0.000
PROBE,29,19,66.690,66.690,0.000
PROBE,29,18,66.690,66.690,0.000
PROBE,41,32,66.847,66.847,0.000
PROBE,41,40,66.847,66.847,0.000
PROBE,41,51,66.847,66.847,0.000
PROBE,92,82,66.888,66.888,0.000
PROBE,55,66,66.933,66.933,0.000
PROBE,40,41,67.434,67.434,0.000
PROBE,97,96,67.511,67.511,0.000
PROBE,97,87,67.511,67.511,0.000
PROBE,36,37,67.558,67.558,0.000
PROBE,20,10,67.679,67.679,0.000
PROBE,29,28,67.690,67.690,0.000
PROBE,29,19,67.690,67.690,0.000
PROBE,29,18,67.690,67.690,0.000
PROBE,41,32,67.847,67.847,0.000
PROBE,41,40,67.847,67.847,0.000
PROBE,41,51,67.847,67.847,0.000
PROBE,92,82,67.888,67.888,0.000
PROBE,55,66,67.933,67.933,0.000
PROBE,9,8,68.293,68.293,0.000
PROBE,9,19,68.293,68.293,0.000
PROBE,9,18,68.293,68.293,0.000
PROBE,69,68,68.336,68.336,0.000
PROBE,69,59,68.336,68.336,0.000
HEART_BEAT,68,58,68.336,68.337,0.000
HEART_BEAT,68,69,68.336,68.337,0.000
HEART_BEAT,68,59,68.336,68.337,0.000
PROBE,69,68,68.337,68.337,0.000
PROBE,69,59,68.337,68.337,0.000
HEART_BEAT,68,58,68.337,68.337,0.000
HEART_BEAT,68,69,68.337,68.337,0.000
HEART_BEAT,68,59,68.337,68.337,0.000
PROBE,36,37,68.558,68.558,0.000
PROBE,20,10,68.679,68.679,0.000
PROBE,29,28,68.690,68.690,0.000
PROBE,29,19,68.690,68.690,0.000
PROBE,29,18,68.690,68.690,0.000
PROBE,41,32,68.847,68.847,0.000
PROBE,41,40,68.847,68.847,0.000
PROBE,41,51,68.847,68.847,0.000
PROBE,92,82,68.888,68.888,0.000
PROBE,55,66,68.933,68.933,0.000
PROBE,9,8,69.293,69.293,0.000
PROBE,9,19,69.293,69.293,0.000
PROBE,9,18,69.293,69.293,0.000
PROBE,69,68,69.336,69.336,0.000
PROBE,69,59,69.336,69.336,0.000
HEART_BEAT,68,58,69.336,69.337,0.000
HEART_BEAT,68,69,69.336,69.337,0.000
HEART_BEAT,59,58,69.336,69.337,0.000
HEART_BEAT,68,59,69.336,69.337,0.000
HEART_BEAT,59,69,69.336,69.337,0.000
HEART_BEAT,59,68,69.336,69.337,0.000
PROBE,36,37,69.558,69.558,0.000
PROBE,20,10,69.679,69.679,0.000
PROBE,29,28,69.690,69.690,0.000
PROBE,29,19,69.690,69.690,0.000
PROBE,29,18,69.690,69.690,0.000
PROBE,41,32,69.847,69.847,0.000
PROBE,41,40,69.847,69.847,0.000
PROBE,41,51,69.847,69.847,0.000
PROBE,92,82,69.888,69.888,0.000
PROBE,55,66,69.933,69.933,0.000
PROBE,9,8,70.293,70.293,0.000
PROBE,9,19,70.293,70.293,0.000
PROBE,9,18,70.293,70.293,0.000
PROBE,69,68,70.336,70.336,0.000
PROBE,69,59,70.336,70.336,0.000
HEART_BEAT,68,58,70.336,70.337,0.000
HEART_BEAT,68,69,70.336,70.337,0.000
HEART_BEAT,59,58,70.336,70.337,0.000
HEART_BEAT,68,59,70.336,70.337,0.000
HEART_BEAT,59,69,70.336,70.337,0.000
HEART_BEAT,59,68,70.336,70.337,0.000
PROBE,36,37,70.558,70.558,0.000
PROBE,20,10,70.679,70.679,0.000
PROBE,29,28,70.690,70.690,0.000
PROBE,29,19,70.690,70.690,0.000
PROBE,29,18,70.690,70.690,0.000
PROBE,41,32,70.847,70.847,0.000
PROBE,41,40,70.847,70.847,0.000
PROBE,41,51,70.847,70.847,0.000
PROBE,92,82,70.888,70.888,0.000
PROBE,55,66,70.933,70.933,0.000
PROBE,8,9,71.065,71.065,0.000
PROBE,8,18,71.065,71.065,0.000
PROBE,9,8,71.293,71.293,0.000
PROBE,9,19,71.293,71.293,0.000
PROBE,9,18,71.293,71.293,0.000
PROBE,69,68,71.336,71.336,0.000
PROBE,69,59,71.336,71.336,0.000
HEART_BEAT,68,58,71.336,71.337,0.000
HEART_BEAT,68,69,71.336,71.337,0.000
HEART_BEAT,59,58,71.336,71.337,0.000
HEART_BEAT,68,59,71.336,71.337,0.000
HEART_BEAT,59,69,71.336,71.337,0.000
HEART_BEAT,59,68,71.336,71.337,0.000
PROBE,20,10,71.679,71.679,0.000
PROBE,41,32,71.847,71.847,0.000
PROBE,41,40,71.847,71.847,0.000
PROBE,41,51,71.847,71.847,0.000
PROBE,92,82,71.888,71.888,0.000
PROBE,55,66,71.933,71.933,0.000
PROBE,8,9,72.065,72.065,0.000
PROBE,8,18,72.065,72.065,0.000
PROBE,9,8,72.293,72.293,0.000
PROBE,9,19,72.293,72.293,0.000
PROBE,9,18,72.293,72.293,0.000
PROBE,69,68,72.336,72.336,0.000
PROBE,69,59,72.336,72.336,0.000
HEART_BEAT,68,58,72.336,72.337,0.000
HEART_BEAT,68,69,72.336,72.337,0.000
HEART_BEAT,59,58,72.336,72.337,0.000
HEART_BEAT,68,59,72.336,72.337,0.000
HEART_BEAT,59,69,72.336,72.337,0.000
HEART_BEAT,59,68,72.336,72.337,0.000
PROBE,71,62,72.459,72.459,0.000
PROBE,71,82,72.459,72.459,0.000
PROBE,20,10,72.679,72.679,0.000
PROBE,41,32,72.847,72.847,0.000
PROBE,41,40,72.847,72.847,0.000
PROBE,41,51,72.847,72.847,0.000
PROBE,92,82,72.888,72.888,0.000
PROBE,55,66,72.933,72.933,0.000
PROBE,8,9,73.065,73.065,0.000
PROBE,8,18,73.065,73.065,0.000
PROBE,9,8,73.293,73.293,0.000
PROBE,9,19,73.293,73.293,0.000
PROBE,9,18,73.293,73.293,0.000
PROBE,69,68,73.336,73.336,0.000
PROBE,69,59,73.336,73.336,0.000
HEART_BEAT,68,58,73.336,73.337,0.000
HEART_BEAT,68,69,73.336,73.337,0.000
HEART_BEAT,59,58,73.336,73.337,0.000
HEART_BEAT,68,59,73.336,73.337,0.000
HEART_BEAT,59,69,73.336,73.337,0.000
HEART_BEAT,59,68,73.336,73.337,0.000
PROBE,71,62,73.459,73.459,0.000
PROBE,71,82,73.459,73.459,0.000
PROBE,20,10,73.679,73.679,0.000
PROBE,8,9,74.065,74.065,0.000
PROBE,8,18,74.065,74.065,0.000
PROBE,85,75,74.155,74.155,0.000
PROBE,9,8,74.293,74.293,0.000
PROBE,9,19,74.293,74.293,0.000
PROBE,9,18,74.293,74.293,0.000
PROBE,69,68,74.336,74.336,0.000
PROBE,69,59,74.336,74.336,0.000
HEART_BEAT,68,58,74.336,74.337,0.000
HEART_BEAT,68,69,74.336,74.337,0.000
HEART_BEAT,59,58,74.336,74.337,0.000
HEART_BEAT,68,59,74.336,74.337,0.000
HEART_BEAT,59,69,74.336,74.337,0.000
HEART_BEAT,59,68,74.336,74.337,0.000
PROBE,71,62,74.459,74.459,0.000
PROBE,71,82,74.459,74.459,0.000
PROBE,20,10,74.679,74.679,0.000
PROBE,8,9,75.065,75.065,0.000
PROBE,8,18,75.065,75.065,0.000
PROBE,85,75,75.155,75.155,0.000
PROBE,9,8,75.293,75.293,0.000
PROBE,9,19,75.293,75.293,0.000
PROBE,9,18,75.293,75.293,0.000
PROBE,69,68,75.336,75.336,0.000
PROBE,69,59,75.336,75.336,0.000
HEART_BEAT,68,58,75.336,75.337,0.000
HEART_BEAT,68,69,75.336,75.337,0.000
HEART_BEAT,59,58,75.336,75.337,0.000
HEART_BEAT,68,59,75.336,75.337,0.000
HEART_BEAT,59,69,75.336,75.337,0.000
HEART_BEAT,59,68,75.336,75.337,0.000
PROBE,71,62,75.459,75.459,0.000
PROBE,71,82,75.459,75.459,0.000
PROBE,20,10,75.679,75.679,0.000
PROBE,20,21,75.679,75.679,0.000
PROBE,75,66,76.017,76.017,0.000
PROBE,75,85,76.017,76.017,0.000
PROBE,8,9,76.065,76.065,0.000
PROBE,8,18,76.065,76.065,0.000
PROBE,85,75,76.155,76.155,0.000
PROBE,9,8,76.293,76.293,0.000
PROBE,9,19,76.293,76.293,0.000
PROBE,9,18,76.293,76.293,0.000
PROBE,69,68,76.336,76.336,0.000
PROBE,69,59,76.336,76.336,0.000
HEART_BEAT,68,58,76.336,76.337,0.000
HEART_BEAT,68,69,76.336,76.337,0.000
HEART_BEAT,59,58,76.336,76.337,0.000
HEART_BEAT,68,59,76.336,76.337,0.000
HEART_BEAT,59,69,76.336,76.337,0.000
HEART_BEAT,59,68,76.336,76.337,0.000
PROBE,71,62,76.459,76.459,0.000
PROBE,71,82,76.459,76.459,0.000
PROBE,21,20,76.477,76.477,0.000
PROBE,21,22,76.477,76.477,0.000
PROBE,75,66,77.017,77.017,0.000
PROBE,75,85,77.017,77.017,0.000
PROBE,8,9,77.065,77.065,0.000
PROBE,8,18,77.065,77.065,0.000
PROBE,85,75,77.155,77.155,0.000
PROBE,9,8,77.293,77.293,0.000
PROBE,9,19,77.293,77.293,0.000
PROBE,9,18,77.293,77.293,0.000
PROBE,69,68,77.336,77.336,0.000
PROBE,69,59,77.336,77.336,0.000
HEART_BEAT,68,58,77.336,77.337,0.000
HEART_BEAT,68,69,77.336,77.337,0.000
HEART_BEAT,59,58,77.336,77.337,0.000
HEART_BEAT,68,59,77.336,77.337,0.000
HEART_BEAT,59,69,77.336,77.337,0.000
HEART_BEAT,59,68,77.336,77.337,0.000
PROBE,71,62,77.459,77.459,0.000
PROBE,71,82,77.459,77.459,0.000
PROBE,21,20,77.477,77.477,0.000
PROBE,21,22,77.477,77.477,0.000
PROBE,19,18,77.733,77.733,0.000
